doc_id,feed_id,rate
19075,5916,1
19075,5933,1
19075,5947,1
19075,5975,1
19075,6025,1
19075,6076,1
19075,6077,1
19075,6244,1
19075,6270,1
19075,6350,1
19075,6363,1
19075,6364,1
19075,6392,1
19075,6415,1
19075,6440,1
19075,6494,1
19075,6508,1
19075,6555,1
19075,6589,1
19075,6622,1
19075,6628,1
19075,6712,1
19075,6720,1
19075,6745,1
19075,6767,1
19075,6774,1
19075,6797,1
19075,6798,1
19075,6809,1
19075,6812,1
19075,6827,1
19075,6853,1
19075,6954,1
19075,6955,1
19075,6996,1
19075,6999,1
19075,7062,1
19075,7108,1
19075,7129,1
19075,7226,1
19075,7240,1
19075,7242,1
19075,7285,1
19075,7319,1
19075,7373,1
19075,7385,1
19075,7397,1
19075,7430,1
19075,7480,1
19075,7485,1
19075,7487,1
19075,7592,1
19075,7757,1
19075,7810,1
19075,7831,1
19075,7871,1
19075,7889,1
19075,7897,1
19075,7898,1
19075,7900,1
19075,7904,1
19075,7952,1
19075,8009,1
19075,8015,1
19075,8034,1
19075,8078,1
19075,8258,1
19075,8455,1
19075,8507,1
19075,8508,1
19075,8680,1
19075,8804,1
19075,8913,1
19075,9080,1
19075,9143,1
19075,9147,1
19075,9167,1
19075,9412,1
19075,9492,1
19075,9521,1
19075,9527,1
19075,9533,1
19075,9554,1
19075,9590,1
19075,9989,1
19075,10041,1
19075,10084,1
19075,10086,1
19075,10090,1
19075,10091,1
19075,10310,1
19075,10473,1
19075,10601,1
19075,10794,1
19075,10848,1
19075,11054,1
19075,11108,1
19076,5051,1
19077,5051,1
19077,5234,1
19078,2922,1
19078,5070,1
19078,5105,1
19078,5229,1
19078,5234,1
19078,5275,1
19078,5312,1
19078,5313,1
19078,5316,1
19078,5335,1
19078,5382,1
19078,5397,1
19078,5400,1
19078,5442,1
19078,5478,1
19078,5524,1
19078,5540,1
19078,5565,1
19078,5625,1
19078,5639,1
19078,5641,1
19078,5643,1
19078,5646,1
19078,5708,1
19078,5710,1
19078,5717,1
19078,5764,1
19078,5837,1
19078,6054,1
19078,6179,1
19078,6180,1
19079,5314,1
19080,5134,1
19080,5135,1
19080,5234,1
19080,5248,1
19080,5250,1
19080,5317,1
19080,5353,1
19080,5382,1
19080,5625,1
19080,5643,1
19080,6552,1
19081,4199,1
19081,4393,1
19081,5040,1
19081,5070,1
19081,5091,1
19081,5092,1
19081,5141,1
19081,5155,1
19081,5188,1
19081,5190,1
19081,5353,1
19081,5543,1
19081,5749,1
19081,5764,1
19081,5780,1
19081,5889,1
19081,5893,1
19081,5954,1
19081,6001,1
19081,6018,1
19081,6025,1
19081,6055,1
19081,6061,1
19081,6114,1
19081,6223,1
19081,6447,1
19081,6497,1
19081,6504,1
19081,6639,1
19081,6652,1
19081,6713,1
19081,6742,1
19081,6819,1
19081,6877,1
19081,6895,1
19081,6897,1
19081,6947,1
19081,6990,1
19081,7010,1
19081,7014,1
19081,7046,1
19081,7053,1
19081,7062,1
19081,7318,1
19081,7401,1
19081,7796,1
19081,8012,1
19081,8098,1
19081,8102,1
19081,8108,1
19081,8112,1
19081,8258,1
19081,8259,1
19081,8300,1
19081,8301,1
19081,8306,1
19081,8324,1
19081,8356,1
19081,8394,1
19081,8420,1
19081,8509,1
19081,8522,1
19081,8524,1
19081,8525,1
19081,8529,1
19081,8546,1
19081,8570,1
19081,8588,1
19081,8629,1
19081,8691,1
19081,8692,1
19081,8700,1
19081,8714,1
19081,8721,1
19081,8774,1
19081,8780,1
19081,8955,1
19081,8987,1
19081,8993,1
19081,9003,1
19081,9004,1
19081,9016,1
19081,9112,1
19081,9167,1
19081,9196,1
19081,9249,1
19081,9274,1
19081,9281,1
19081,9315,1
19081,9341,1
19081,9391,1
19081,9396,1
19081,9502,1
19081,9531,1
19081,9584,1
19081,9678,1
19081,9722,1
19081,9775,1
19081,9836,1
19081,10113,1
19081,10121,1
19081,10185,1
19081,10206,1
19081,10212,1
19081,10217,1
19081,10220,1
19081,10293,1
19081,10345,1
19081,10383,1
19081,10434,1
19081,10520,1
19081,10521,1
19081,10604,1
19081,10693,1
19081,10753,1
19081,10774,1
19081,10803,1
19081,10854,1
19081,10860,1
19081,10872,1
19081,10877,1
19081,10879,1
19081,10886,1
19081,10894,1
19081,10895,1
19081,10970,1
19081,10972,1
19081,10989,1
19083,5769,1
19084,4208,1
19084,5016,1
19084,5088,1
19084,5092,1
19084,5382,1
19084,5415,1
19084,5479,1
19084,5688,1
19084,5791,1
19084,6491,1
19084,6498,1
19084,6511,1
19084,6599,1
19084,6705,1
19084,6743,1
19084,6763,1
19084,6781,1
19084,6785,1
19084,6798,1
19085,5333,1
19085,6138,1
19086,5088,1
19087,5092,1
19089,5132,1
19089,5137,1
19089,5138,1
19089,5139,1
19089,5153,1
19089,5154,1
19089,5192,1
19089,5207,1
19089,5223,1
19089,5226,1
19089,5400,1
19089,5436,1
19089,5474,1
19089,5475,1
19089,5544,1
19089,5565,1
19089,5608,1
19089,5625,1
19089,5708,1
19089,5729,1
19092,8792,1
19093,5538,1
19094,6813,1
19096,5708,1
19097,5505,1
19097,7910,1
19097,8645,1
19098,5272,1
19098,5442,1
19098,6234,1
19098,6509,1
19099,4236,1
19099,4256,1
19099,4410,1
19099,4731,1
19099,5174,1
19099,5190,1
19099,5192,1
19099,5225,1
19099,5226,1
19099,5232,1
19099,5234,1
19099,5250,1
19099,5251,1
19099,5256,1
19099,5297,1
19099,5317,1
19099,5330,1
19099,5331,1
19099,5333,1
19099,5334,1
19099,5335,1
19099,5376,1
19099,5382,1
19099,5400,1
19099,5415,1
19099,5419,1
19099,5437,1
19099,5438,1
19099,5440,1
19099,5441,1
19099,5442,1
19099,5474,1
19099,5475,1
19099,5479,1
19099,5500,1
19099,5502,1
19099,5503,1
19099,5505,1
19099,5509,1
19099,5518,1
19099,5519,1
19099,5523,1
19099,5537,1
19099,5538,1
19099,5539,1
19099,5540,1
19099,5543,1
19099,5548,1
19099,5567,1
19099,5622,1
19099,5642,1
19099,5648,1
19099,5682,1
19099,5683,1
19099,5708,1
19099,5721,1
19099,5751,1
19099,5764,1
19099,5815,1
19099,5822,1
19099,5828,1
19099,5901,1
19099,5903,1
19099,5912,1
19099,5920,1
19099,5933,1
19099,6029,1
19099,6031,1
19099,6060,1
19099,6069,1
19099,6070,1
19099,6132,1
19099,6156,1
19099,6157,1
19099,6174,1
19099,6175,1
19099,6176,1
19099,6182,1
19099,6203,1
19099,6205,1
19099,6234,1
19099,6247,1
19099,6273,1
19099,6274,1
19099,6275,1
19099,6291,1
19099,6296,1
19099,6297,1
19099,6315,1
19099,6316,1
19099,6324,1
19099,6341,1
19099,6342,1
19099,6346,1
19099,6347,1
19099,6348,1
19099,6350,1
19099,6370,1
19099,6374,1
19099,6378,1
19099,6388,1
19099,6392,1
19099,6396,1
19099,6398,1
19099,6466,1
19099,6477,1
19099,6478,1
19099,6498,1
19099,6507,1
19099,6511,1
19099,6527,1
19099,6528,1
19099,6547,1
19099,6551,1
19099,6554,1
19099,6557,1
19099,6559,1
19099,6560,1
19099,6561,1
19099,6563,1
19099,6567,1
19099,6573,1
19099,6578,1
19099,6581,1
19099,6590,1
19099,6643,1
19099,6728,1
19099,6743,1
19099,6747,1
19099,6761,1
19099,6767,1
19099,6838,1
19099,6842,1
19099,7165,1
19099,7182,1
19099,9296,1
19099,9315,1
19099,9584,1
19099,9806,1
19099,9860,1
19099,9877,1
19099,9920,1
19099,9951,1
19099,9952,1
19099,10601,1
19099,10652,1
19099,10653,1
19099,10663,1
19099,10739,1
19099,10741,1
19099,11096,1
19099,11212,1
19099,11245,1
19099,11247,1
19099,11262,1
19099,11266,1
19099,11269,1
19099,11270,1
19099,11315,1
19099,11585,1
19099,11626,1
19099,11667,1
19103,3007,1
19103,3041,1
19103,4199,1
19103,5135,1
19103,5138,1
19103,5190,1
19103,5232,1
19103,5334,1
19103,5336,1
19103,5337,1
19103,5350,1
19103,5351,1
19103,5352,1
19103,5353,1
19103,5382,1
19103,5397,1
19103,5419,1
19103,5438,1
19103,5439,1
19103,5475,1
19103,5478,1
19103,5487,1
19103,5625,1
19103,5688,1
19103,5708,1
19103,5774,1
19103,5789,1
19103,5863,1
19103,5874,1
19103,5889,1
19103,5893,1
19103,5912,1
19103,6046,1
19103,6166,1
19103,6182,1
19103,6206,1
19103,6291,1
19103,6378,1
19103,6380,1
19103,6392,1
19103,6396,1
19103,6408,1
19103,6417,1
19103,6440,1
19103,6479,1
19103,6491,1
19103,6496,1
19103,6497,1
19103,6507,1
19103,6508,1
19103,6510,1
19103,6513,1
19103,6598,1
19103,6710,1
19103,6742,1
19103,6743,1
19103,6828,1
19103,6830,1
19103,6835,1
19103,6842,1
19103,6888,1
19103,6908,1
19103,6923,1
19103,6947,1
19103,6954,1
19103,7000,1
19103,7012,1
19103,7052,1
19103,7087,1
19103,7105,1
19103,7181,1
19103,7480,1
19103,7676,1
19103,7757,1
19103,7807,1
19103,7810,1
19103,8015,1
19103,8078,1
19103,8120,1
19103,8149,1
19103,8211,1
19103,8442,1
19103,8469,1
19103,8524,1
19103,8579,1
19103,8580,1
19103,8601,1
19103,8621,1
19103,8741,1
19103,8816,1
19103,8828,1
19103,8834,1
19103,8902,1
19103,8921,1
19103,8927,1
19103,8957,1
19103,8966,1
19103,9018,1
19103,9245,1
19103,9255,1
19103,9274,1
19103,9342,1
19103,9348,1
19103,9391,1
19103,9401,1
19103,9414,1
19103,9461,1
19103,9514,1
19103,9517,1
19103,9529,1
19103,9538,1
19103,9559,1
19103,9586,1
19103,9800,1
19103,9867,1
19103,9871,1
19103,9875,1
19103,9878,1
19103,10008,1
19103,10290,1
19103,10591,1
19103,10625,1
19103,10662,1
19103,10663,1
19103,10709,1
19103,10712,1
19103,10745,1
19103,10774,1
19103,10846,1
19103,10872,1
19103,10890,1
19103,10894,1
19103,10957,1
19103,10958,1
19103,11140,1
19103,11152,1
19103,11177,1
19103,11185,1
19103,11202,1
19103,11203,1
19103,11214,1
19103,11243,1
19103,11248,1
19103,11269,1
19103,11344,1
19103,11366,1
19103,11391,1
19103,11393,1
19103,11533,1
19103,11656,1
19103,11693,1
19103,11694,1
19105,5189,1
19107,5112,1
19107,5114,1
19107,5130,1
19107,5156,1
19107,5157,1
19107,5173,1
19107,5188,1
19107,5190,1
19107,5192,1
19107,5205,1
19107,5208,1
19107,6198,1
19107,6203,1
19107,6296,1
19108,5129,1
19108,5131,1
19109,5092,1
19109,5234,1
19109,5333,1
19109,5708,1
19109,5728,1
19109,5814,1
19109,5882,1
19109,5907,1
19109,6410,1
19109,6440,1
19109,6441,1
19109,6451,1
19109,6714,1
19110,7485,1
19110,8078,1
19112,4833,1
19112,5297,1
19113,6373,1
19113,6651,1
19114,5130,1
19114,5131,1
19115,5132,1
19116,5159,1
19116,8700,1
19117,5437,1
19117,7156,1
19117,8700,1
19117,8739,1
19118,5110,1
19119,5222,1
19119,5317,1
19119,5524,1
19119,5708,1
19119,6465,1
19119,6742,1
19119,6763,1
19119,7026,1
19119,9274,1
19119,9282,1
19119,9671,1
19119,9952,1
19120,5681,1
19120,5874,1
19120,5882,1
19120,5890,1
19121,5116,1
19122,5109,1
19122,5116,1
19122,5317,1
19122,5330,1
19122,5331,1
19122,5334,1
19123,5131,1
19124,5131,1
19124,5209,1
19124,5317,1
19125,5151,1
19125,5209,1
19125,5272,1
19126,5114,1
19127,4199,1
19127,6783,1
19127,6828,1
19127,6844,1
19127,7530,1
19128,5116,1
19128,6117,1
19128,6186,1
19131,5128,1
19131,5131,1
19131,8098,1
19132,5131,1
19132,5454,1
19132,5465,1
19132,5503,1
19132,5661,1
19132,5669,1
19132,5670,1
19133,6220,1
19133,9778,1
19134,8577,1
19136,5135,1
19136,5154,1
19136,5156,1
19136,5192,1
19136,5209,1
19136,5317,1
19136,5360,1
19136,5416,1
19136,5441,1
19136,5478,1
19136,5505,1
19136,5524,1
19136,5708,1
19136,5814,1
19136,5837,1
19136,5984,1
19136,6464,1
19136,6466,1
19136,6511,1
19136,6598,1
19136,6721,1
19136,11253,1
19139,5116,1
19139,5156,1
19139,5209,1
19139,5234,1
19139,5270,1
19139,5293,1
19139,5503,1
19139,5505,1
19139,5608,1
19139,5625,1
19139,9342,1
19139,9646,1
19139,10149,1
19139,10197,1
19139,10212,1
19139,10213,1
19139,10232,1
19139,11097,1
19140,5604,1
19140,5749,1
19141,4199,1
19141,6622,1
19141,6842,1
19141,6865,1
19141,7240,1
19141,7319,1
19141,7413,1
19141,7512,1
19141,7571,1
19141,7627,1
19141,7630,1
19141,7631,1
19141,7638,1
19141,7643,1
19141,7660,1
19141,7694,1
19141,7722,1
19141,9722,1
19141,9730,1
19141,9734,1
19141,9747,1
19141,9748,1
19141,9772,1
19141,9774,1
19141,9902,1
19141,9984,1
19141,10064,1
19141,10149,1
19141,10181,1
19141,10182,1
19141,10185,1
19141,10188,1
19141,10198,1
19141,10232,1
19141,10353,1
19141,10616,1
19141,10651,1
19144,5353,1
19144,5882,1
19144,6061,1
19144,6114,1
19144,6138,1
19144,6509,1
19144,6783,1
19144,6827,1
19144,6835,1
19148,5138,1
19148,5192,1
19148,5234,1
19150,6061,1
19150,7721,1
19150,8529,1
19150,8828,1
19151,5138,1
19151,5192,1
19151,5226,1
19151,5275,1
19151,5353,1
19151,5360,1
19151,9977,1
19151,9981,1
19153,5146,1
19153,5437,1
19154,5191,1
19155,5208,1
19156,5192,1
19156,5208,1
19156,5222,1
19156,5223,1
19156,5225,1
19156,5316,1
19156,5524,1
19156,5537,1
19156,5539,1
19156,5540,1
19156,5541,1
19157,5251,1
19158,5192,1
19158,5234,1
19158,5538,1
19158,5708,1
19158,5776,1
19158,5882,1
19160,5192,1
19160,5686,1
19160,5882,1
19160,6018,1
19160,6652,1
19160,6680,1
19160,6684,1
19160,9647,1
19160,9998,1
19160,10181,1
19160,10625,1
19160,11185,1
19160,11266,1
19161,5174,1
19161,5223,1
19161,5317,1
19161,5437,1
19162,6842,1
19162,9987,1
19162,10007,1
19162,10014,1
19163,5317,1
19163,6844,1
19163,6990,1
19163,7053,1
19163,7480,1
19163,7947,1
19163,7971,1
19163,8055,1
19163,8056,1
19163,8157,1
19163,8718,1
19163,9361,1
19163,9812,1
19163,10182,1
19163,10275,1
19163,11035,1
19163,11040,1
19163,11242,1
19165,5174,1
19165,5190,1
19165,5223,1
19165,5224,1
19165,5248,1
19165,5289,1
19165,5334,1
19165,5396,1
19165,5505,1
19165,5524,1
19165,5538,1
19165,5744,1
19165,5764,1
19165,5788,1
19165,5989,1
19165,6131,1
19165,6135,1
19165,6137,1
19165,6242,1
19165,6287,1
19165,6361,1
19165,6364,1
19165,6460,1
19165,6720,1
19165,6742,1
19165,6816,1
19165,6819,1
19165,6834,1
19165,6909,1
19165,6990,1
19165,7198,1
19165,7303,1
19165,7342,1
19165,7387,1
19165,7693,1
19165,7712,1
19165,7801,1
19165,7848,1
19165,7893,1
19165,8015,1
19165,8062,1
19165,8078,1
19165,8224,1
19165,8301,1
19165,8327,1
19165,8621,1
19165,8788,1
19165,8934,1
19165,8950,1
19165,9013,1
19165,9196,1
19165,9197,1
19165,9209,1
19165,9221,1
19165,9227,1
19165,9568,1
19165,9588,1
19165,9613,1
19165,9718,1
19165,9989,1
19165,10028,1
19165,10150,1
19165,10216,1
19165,10267,1
19165,10304,1
19165,10338,1
19165,10675,1
19165,10776,1
19165,10809,1
19165,10832,1
19165,10833,1
19165,10906,1
19165,10988,1
19165,11242,1
19165,11248,1
19165,11344,1
19165,11465,1
19165,11504,1
19165,11538,1
19165,11576,1
19165,11590,1
19166,5223,1
19166,5229,1
19167,5192,1
19167,5234,1
19167,9414,1
19167,10598,1
19168,5234,1
19168,5353,1
19168,5360,1
19168,5681,1
19168,5686,1
19168,6025,1
19168,6031,1
19168,6106,1
19168,6242,1
19168,6266,1
19168,6267,1
19168,6268,1
19168,6399,1
19168,6400,1
19168,6404,1
19168,6417,1
19168,6432,1
19168,6435,1
19168,6436,1
19168,6437,1
19168,6439,1
19168,6440,1
19168,6521,1
19168,6522,1
19168,6534,1
19168,6652,1
19168,6757,1
19168,6784,1
19168,6785,1
19168,6827,1
19168,7164,1
19168,7886,1
19168,7959,1
19169,5190,1
19169,5192,1
19169,5222,1
19169,5223,1
19169,5224,1
19169,5400,1
19169,5419,1
19169,5437,1
19169,5890,1
19169,5903,1
19169,5911,1
19169,5954,1
19169,6182,1
19169,6349,1
19169,6353,1
19169,6363,1
19169,6371,1
19169,6374,1
19169,6376,1
19169,6380,1
19169,6381,1
19169,6382,1
19169,6383,1
19169,6385,1
19169,6386,1
19169,6387,1
19169,6388,1
19169,6478,1
19169,6510,1
19169,6512,1
19169,6535,1
19169,6557,1
19169,6590,1
19169,6822,1
19169,6823,1
19169,6827,1
19169,6901,1
19169,6955,1
19169,6992,1
19169,7000,1
19169,7005,1
19169,7006,1
19169,7051,1
19169,7303,1
19169,7682,1
19169,7815,1
19169,7893,1
19169,8685,1
19169,9775,1
19169,9791,1
19169,9811,1
19169,9818,1
19169,9829,1
19169,9887,1
19169,9891,1
19169,10023,1
19169,10084,1
19169,10181,1
19169,10312,1
19169,10331,1
19169,10365,1
19169,10400,1
19169,10465,1
19169,10830,1
19169,10832,1
19169,10845,1
19169,10846,1
19169,11224,1
19169,11416,1
19169,11681,1
19169,11682,1
19169,11701,1
19169,11702,1
19170,5234,1
19171,5222,1
19171,5227,1
19171,5234,1
19171,5312,1
19171,5313,1
19171,5802,1
19171,5805,1
19172,5009,1
19172,5075,1
19172,5152,1
19172,5188,1
19172,5189,1
19172,5190,1
19172,5192,1
19172,5208,1
19172,5227,1
19172,5228,1
19172,5255,1
19172,5256,1
19174,5192,1
19174,5396,1
19174,5436,1
19174,5708,1
19174,5722,1
19174,5814,1
19174,6093,1
19174,7445,1
19174,7480,1
19177,5225,1
19177,5226,1
19177,5234,1
19177,5251,1
19177,5642,1
19177,6472,1
19177,6802,1
19177,6810,1
19177,8839,1
19177,9514,1
19181,5954,1
19181,11611,1
19182,5192,1
19182,5224,1
19182,5275,1
19182,5337,1
19182,5437,1
19182,6479,1
19182,6496,1
19182,6497,1
19182,6535,1
19182,6552,1
19182,6553,1
19182,7314,1
19182,8466,1
19182,8469,1
19182,8622,1
19182,8950,1
19182,9030,1
19182,9285,1
19182,9361,1
19182,9362,1
19182,9385,1
19182,9397,1
19182,9416,1
19182,9481,1
19182,9605,1
19182,9620,1
19182,9647,1
19182,9671,1
19182,9722,1
19182,9794,1
19182,9952,1
19182,9981,1
19182,10254,1
19182,10275,1
19182,10476,1
19182,10654,1
19183,11560,1
19183,11561,1
19183,11567,1
19186,5189,1
19187,5205,1
19187,5505,1
19187,7183,1
19187,7185,1
19187,7333,1
19189,5207,1
19189,5208,1
19189,5222,1
19189,5901,1
19189,5984,1
19189,6002,1
19189,6004,1
19189,6021,1
19189,6023,1
19189,6483,1
19189,6509,1
19189,6514,1
19189,6528,1
19189,6757,1
19189,6990,1
19189,7183,1
19189,7198,1
19189,7333,1
19189,7874,1
19189,9618,1
19189,10597,1
19189,10785,1
19189,11316,1
19189,11391,1
19189,11439,1
19189,11440,1
19189,11524,1
19191,4945,1
19191,5644,1
19191,5779,1
19191,5933,1
19191,6046,1
19191,6166,1
19191,6179,1
19191,6180,1
19191,6181,1
19191,6186,1
19191,6192,1
19191,6196,1
19191,6199,1
19191,6296,1
19191,6309,1
19191,6310,1
19191,6341,1
19191,6436,1
19191,6559,1
19191,6624,1
19191,6633,1
19191,6639,1
19191,6710,1
19191,6720,1
19191,6721,1
19191,6757,1
19191,6765,1
19191,6865,1
19191,7342,1
19191,7348,1
19191,7349,1
19191,7360,1
19191,7365,1
19191,7574,1
19191,7625,1
19191,7665,1
19191,8157,1
19191,8499,1
19191,8890,1
19191,8912,1
19191,8987,1
19191,9165,1
19191,9245,1
19191,9289,1
19191,9383,1
19192,5137,1
19192,5139,1
19192,5145,1
19192,5147,1
19192,5151,1
19192,5169,1
19192,5190,1
19192,5195,1
19192,5198,1
19192,5201,1
19192,5205,1
19192,5209,1
19192,5212,1
19192,5216,1
19192,5217,1
19192,5218,1
19192,5223,1
19192,5335,1
19192,5708,1
19192,6091,1
19192,6102,1
19192,6104,1
19192,6160,1
19192,6161,1
19192,6176,1
19192,6204,1
19192,6240,1
19192,6243,1
19192,6295,1
19192,6296,1
19192,6306,1
19192,6353,1
19192,6376,1
19192,6404,1
19192,6569,1
19192,6589,1
19192,6827,1
19192,6990,1
19192,7051,1
19192,7342,1
19192,7436,1
19192,7512,1
19192,7628,1
19192,7676,1
19192,7722,1
19192,7728,1
19192,7801,3
19192,7893,1
19192,8104,1
19192,8172,1
19192,8402,1
19192,8529,1
19192,8622,1
19192,8667,1
19192,8718,1
19192,8778,1
19192,8780,1
19192,8788,1
19192,8818,1
19192,8828,1
19192,8836,1
19192,8837,1
19192,8847,1
19192,8867,1
19192,8902,1
19192,8912,1
19192,8950,1
19192,8977,1
19192,9385,1
19192,9391,1
19192,9397,1
19192,9412,1
19192,9989,1
19192,9998,1
19192,10069,1
19192,10150,1
19192,10174,1
19192,10181,1
19192,10182,1
19192,10385,1
19192,10387,1
19192,10409,1
19192,10426,1
19192,10430,1
19192,10435,1
19192,10473,1
19192,10521,1
19192,10558,1
19192,10569,1
19192,10625,1
19193,5227,1
19193,5251,1
19193,5720,1
19193,5902,1
19193,6137,1
19193,6140,1
19193,6141,1
19193,6151,1
19193,6181,1
19194,4199,1
19194,4228,1
19194,4282,1
19194,4285,1
19194,4480,1
19194,4598,1
19194,4694,1
19194,4771,1
19194,4905,1
19194,5079,1
19194,5100,1
19194,5101,1
19194,5109,1
19194,5131,1
19194,5171,1
19194,5179,1
19194,5182,1
19194,5202,1
19194,5207,1
19194,5208,1
19194,5229,1
19194,5234,1
19194,5248,1
19194,5251,1
19194,5270,1
19194,5271,1
19194,5272,1
19194,5297,1
19194,5317,1
19194,5331,1
19194,5333,1
19194,5334,1
19194,5335,1
19194,5338,1
19194,5341,1
19194,5352,1
19194,5360,1
19194,5371,1
19194,5375,1
19194,5382,1
19194,5395,1
19194,5397,1
19194,5400,1
19194,5439,1
19194,5441,1
19194,5442,1
19194,5454,1
19194,5474,1
19194,5585,1
19194,5666,1
19194,5680,1
19194,5849,1
19194,5901,1
19194,5902,1
19194,5995,1
19194,6105,1
19194,6182,1
19194,6194,1
19194,6206,1
19194,6223,1
19194,6404,1
19194,6440,1
19194,6512,1
19194,6515,1
19194,6521,1
19194,6569,1
19194,6590,1
19194,6652,1
19194,6684,1
19194,6702,1
19194,6716,1
19194,7413,1
19194,7971,1
19194,8629,1
19194,8645,1
19194,8661,1
19194,8731,1
19194,8780,1
19194,8792,1
19194,9231,1
19195,5192,1
19195,5376,1
19196,5233,1
19196,5397,1
19196,5419,1
19196,5436,1
19196,5442,1
19196,6466,1
19196,9549,1
19196,10282,1
19196,10299,1
19196,10304,1
19196,10313,1
19196,10420,1
19196,10605,1
19196,10635,1
19196,10684,1
19196,10712,1
19196,10774,1
19196,10793,1
19196,10846,1
19196,10988,1
19197,5333,1
19201,5275,1
19201,5291,1
19201,5585,1
19201,5622,1
19201,5741,1
19201,5742,1
19201,5743,1
19201,5744,1
19202,5255,1
19202,5256,1
19203,4903,1
19203,4915,1
19203,5051,1
19203,5116,1
19203,5229,1
19203,5234,1
19203,5251,1
19203,5254,1
19203,5256,1
19203,5270,1
19203,5317,1
19203,5400,1
19203,5708,1
19203,6513,1
19203,6516,1
19203,6630,1
19203,6639,1
19205,2550,1
19205,2557,1
19205,4207,1
19205,4923,1
19205,5060,1
19205,5255,1
19205,5258,1
19205,5272,1
19205,5275,1
19205,5279,1
19205,5282,1
19205,5286,1
19205,5287,1
19205,5289,1
19205,5290,1
19205,5291,1
19205,5293,1
19205,5297,1
19205,5313,1
19205,5314,1
19205,5316,1
19205,5331,1
19205,5332,1
19205,5334,1
19205,5351,1
19205,5352,1
19205,5359,1
19205,5360,1
19205,5374,1
19205,5376,1
19205,5382,1
19205,5395,1
19205,5396,1
19205,5397,1
19205,5400,1
19205,5416,1
19205,5419,1
19205,5434,1
19205,5435,1
19205,5436,1
19205,5439,1
19205,5440,1
19205,5441,1
19205,5442,1
19205,5478,1
19205,5479,1
19205,5487,1
19205,5500,1
19205,5501,1
19205,5503,1
19205,5505,1
19205,5518,1
19205,5519,1
19205,5540,1
19205,5544,1
19205,5548,1
19205,5565,1
19205,5582,1
19205,5583,1
19205,5602,1
19205,5640,1
19205,5641,1
19205,5642,1
19205,5643,1
19205,5686,1
19205,5688,1
19205,5708,1
19205,5744,1
19205,5751,1
19205,5769,1
19205,5779,1
19205,5781,1
19205,5883,1
19205,6002,1
19205,6024,1
19205,6045,1
19205,6061,1
19205,6062,1
19205,6070,1
19205,6114,1
19205,6130,1
19205,6135,1
19205,6144,1
19205,6157,1
19205,6162,1
19205,6176,1
19205,6182,1
19205,6372,1
19205,6379,1
19205,6381,1
19205,6398,1
19205,6400,1
19205,6404,1
19205,6405,1
19205,6407,1
19205,6410,1
19205,6417,1
19205,6437,1
19205,6448,1
19205,6449,1
19205,6460,1
19205,6468,1
19205,6469,1
19205,6470,1
19205,6479,1
19205,6497,1
19205,6503,1
19205,6511,1
19205,6512,1
19205,6513,1
19205,6514,1
19205,6515,1
19205,6516,1
19205,6521,1
19205,6522,1
19205,6527,1
19205,6528,1
19205,6535,1
19205,6552,1
19205,6557,1
19205,6590,1
19205,6592,1
19205,6595,1
19205,6596,1
19205,6597,1
19205,6598,1
19205,6610,1
19205,6616,1
19205,6619,1
19205,6622,1
19205,6624,1
19205,6629,1
19205,6639,1
19205,6684,1
19205,6688,1
19205,6691,1
19205,6712,1
19205,6720,1
19205,6727,1
19205,6730,1
19205,6742,1
19205,6750,1
19205,6751,1
19205,6752,1
19205,6753,1
19205,6757,1
19205,6774,1
19205,6785,1
19205,6827,1
19205,6831,1
19205,6842,1
19205,6895,1
19205,6935,1
19205,6936,1
19205,6937,1
19205,6938,1
19205,6939,1
19205,6942,1
19205,6943,1
19205,6944,1
19205,6945,1
19205,6953,1
19205,6956,1
19205,6959,1
19205,6960,1
19205,6990,1
19205,7000,1
19205,7062,1
19205,7164,1
19205,7183,1
19205,7202,1
19205,7203,1
19205,7218,1
19205,7282,1
19205,7284,1
19205,7288,1
19205,7333,1
19205,7337,1
19205,7339,1
19205,7340,1
19205,7341,1
19205,7345,1
19205,7346,1
19205,7347,1
19205,7348,1
19205,7349,1
19205,7366,1
19205,7393,1
19205,7397,1
19205,7413,1
19205,7423,1
19205,7431,1
19205,7433,1
19205,7436,1
19205,7485,1
19205,7490,1
19205,7509,1
19205,7535,1
19205,7536,1
19205,7537,1
19205,7544,1
19205,7547,1
19205,7556,1
19205,7571,1
19205,7583,1
19205,7585,1
19205,7592,1
19205,7627,1
19205,7628,1
19205,7642,1
19205,7657,1
19205,7658,1
19205,7659,1
19205,7666,1
19205,7686,1
19205,7772,1
19205,7790,1
19205,7800,1
19205,7801,1
19205,7807,1
19205,7810,1
19205,7811,1
19205,7813,1
19205,7815,1
19205,7820,1
19205,7821,1
19205,7839,1
19205,7844,1
19205,7845,1
19205,7888,1
19205,7889,1
19205,7901,1
19205,7909,1
19205,7930,1
19205,7967,1
19205,7970,1
19205,7971,1
19205,7976,1
19205,7980,1
19205,8015,1
19205,8017,1
19205,8098,1
19205,8155,1
19205,8239,1
19205,8327,1
19205,8355,1
19205,8457,1
19205,8489,1
19205,8490,1
19205,8499,1
19205,8500,1
19205,8502,1
19205,8504,1
19205,8506,1
19205,8507,1
19205,8529,1
19205,8549,1
19205,8570,1
19205,8572,1
19205,8573,1
19205,8574,1
19205,8575,1
19205,8579,1
19205,8601,1
19205,8622,1
19205,8629,1
