,doc_id,speciality
1966,21895,Anesthesiology
1967,21903,Anesthesiology
1968,21905,Anesthesiology
1969,21906,Anesthesiology
1970,21909,Anesthesiology
1971,21907,Anesthesiology
1972,21912,Anesthesiology
1973,21910,Anesthesiology
1974,21914,Anesthesiology
1975,21911,Anesthesiology
1976,21917,Anesthesiology
1977,21918,Anesthesiology
1978,21919,Anesthesiology
1979,21920,Anesthesiology
1980,21922,Anesthesiology
1981,21924,Anesthesiology
1982,21923,Anesthesiology
1983,21927,Anesthesiology
1984,21930,Anesthesiology
1985,21931,Anesthesiology
1986,21937,Anesthesiology
1987,21943,Anesthesiology
1988,21939,Anesthesiology
1989,21946,Anesthesiology
1990,21948,Anesthesiology
1991,21951,Anesthesiology
1992,21959,Anesthesiology
1993,21958,Anesthesiology
1994,21960,Anesthesiology
1995,21961,Anesthesiology
1996,21962,Anesthesiology
1997,21963,Anesthesiology
1998,21964,Anesthesiology
1999,21965,Anesthesiology
2000,21966,Anesthesiology
2001,21967,Anesthesiology
2002,21949,Anesthesiology
2003,21969,Anesthesiology
2004,21972,Anesthesiology
2005,21973,Anesthesiology
2006,21974,Anesthesiology
2007,21975,Anesthesiology
2008,21978,Anesthesiology
2009,21981,Anesthesiology
2010,21982,Anesthesiology
2011,21983,Anesthesiology
2012,21985,Anesthesiology
2013,21986,Anesthesiology
2014,21984,Anesthesiology
2015,21987,Anesthesiology
2016,21990,Anesthesiology
2017,21991,Anesthesiology
2018,21992,Anesthesiology
2019,21994,Anesthesiology
2020,21996,Anesthesiology
2021,21997,Anesthesiology
2022,21998,Anesthesiology
2023,22000,Anesthesiology
2024,22001,Anesthesiology
2025,22002,Anesthesiology
2026,22003,Anesthesiology
2027,22004,Anesthesiology
2028,22006,Anesthesiology
2029,22010,Anesthesiology
2030,22012,Anesthesiology
2031,22016,Anesthesiology
2032,22017,Anesthesiology
2033,22018,Anesthesiology
2034,22019,Anesthesiology
2035,22023,Anesthesiology
2036,22024,Anesthesiology
2037,22028,Anesthesiology
2038,22030,Anesthesiology
2039,22031,Anesthesiology
2040,22032,Anesthesiology
2041,22033,Anesthesiology
2042,22037,Anesthesiology
2043,22041,Anesthesiology
2044,22045,Anesthesiology
2045,22052,Anesthesiology
2046,22053,Anesthesiology
2047,22057,Anesthesiology
2048,22058,Anesthesiology
2049,22059,Anesthesiology
2050,22062,Anesthesiology
2051,22063,Anesthesiology
2052,22068,Anesthesiology
2053,22069,Anesthesiology
2054,22071,Anesthesiology
2055,22073,Anesthesiology
2056,22074,Anesthesiology
2057,22075,Anesthesiology
2058,22079,Anesthesiology
2059,22080,Anesthesiology
2060,22082,Anesthesiology
2061,22085,Anesthesiology
2062,22089,Anesthesiology
2063,22096,Anesthesiology
2064,22103,Anesthesiology
2065,22137,Anesthesiology
2066,22158,Anesthesiology
2067,22208,Anesthesiology
2068,22332,Anesthesiology
2069,21455,Anesthesiology
2070,22360,Anesthesiology
2071,22384,Anesthesiology
2072,22399,Anesthesiology
2073,22432,Anesthesiology
2074,22440,Anesthesiology
2075,22469,Anesthesiology
2076,22471,Anesthesiology
2077,22500,Anesthesiology
2078,22540,Anesthesiology
2079,22565,Anesthesiology
2080,22640,Anesthesiology
2081,22651,Anesthesiology
2082,22659,Anesthesiology
2083,22667,Anesthesiology
2084,22701,Anesthesiology
2085,22736,Anesthesiology
2086,22751,Anesthesiology
2087,22793,Anesthesiology
2088,22801,Anesthesiology
2089,22829,Anesthesiology
2090,22838,Anesthesiology
2091,22871,Anesthesiology
2092,22874,Anesthesiology
2093,22901,Anesthesiology
2094,22908,Anesthesiology
2095,22950,Anesthesiology
2096,22964,Anesthesiology
2097,22973,Anesthesiology
2098,23003,Anesthesiology
2099,21408,Anesthesiology
2100,23023,Anesthesiology
2101,23022,Anesthesiology
2102,21554,Anesthesiology
2103,23026,Anesthesiology
2104,23032,Anesthesiology
2105,23041,Anesthesiology
2106,23042,Anesthesiology
2107,23055,Anesthesiology
2108,23057,Anesthesiology
2109,23058,Anesthesiology
2110,23063,Anesthesiology
2111,23064,Anesthesiology
2112,23072,Anesthesiology
2113,23075,Anesthesiology
2114,23095,Anesthesiology
2115,23100,Anesthesiology
2116,23101,Anesthesiology
2117,23106,Anesthesiology
2118,23114,Anesthesiology
2119,23134,Anesthesiology
2120,23135,Anesthesiology
2121,23136,Anesthesiology
2122,23137,Anesthesiology
2123,23138,Anesthesiology
2124,23140,Anesthesiology
2125,23142,Anesthesiology
2126,23143,Anesthesiology
2127,23147,Anesthesiology
2128,23149,Anesthesiology
2129,23151,Anesthesiology
2130,23163,Anesthesiology
2131,23172,Anesthesiology
2132,23193,Anesthesiology
2133,23197,Anesthesiology
2134,23199,Anesthesiology
2135,23195,Anesthesiology
2136,23212,Anesthesiology
2137,23217,Anesthesiology
2138,23226,Anesthesiology
2139,23239,Anesthesiology
2140,23248,Anesthesiology
2141,23260,Anesthesiology
2142,23275,Anesthesiology
2143,23344,Anesthesiology
2144,23348,Anesthesiology
2145,23380,Anesthesiology
2146,23388,Anesthesiology
2147,23402,Anesthesiology
2148,23407,Anesthesiology
2149,23413,Anesthesiology
2150,23424,Anesthesiology
2151,23426,Anesthesiology
2152,23441,Anesthesiology
2153,23447,Anesthesiology
2154,23449,Anesthesiology
2155,23456,Anesthesiology
2156,23462,Anesthesiology
2157,23467,Anesthesiology
2158,23476,Anesthesiology
2159,23487,Anesthesiology
2160,23490,Anesthesiology
2161,23491,Anesthesiology
2162,23492,Anesthesiology
2163,23493,Anesthesiology
2164,23495,Anesthesiology
2165,23497,Anesthesiology
2166,23499,Anesthesiology
2167,23500,Anesthesiology
2168,23506,Anesthesiology
2169,23517,Anesthesiology
2170,23527,Anesthesiology
2171,23528,Anesthesiology
2172,23532,Anesthesiology
2173,23533,Anesthesiology
2174,23534,Anesthesiology
2175,23535,Anesthesiology
2176,23536,Anesthesiology
2177,23537,Anesthesiology
2178,23538,Anesthesiology
2179,23547,Anesthesiology
2180,23548,Anesthesiology
2181,23549,Anesthesiology
2182,23563,Anesthesiology
2183,23568,Anesthesiology
2184,23578,Anesthesiology
2185,23580,Anesthesiology
2186,23599,Anesthesiology
2187,23607,Anesthesiology
2188,23611,Anesthesiology
2189,23646,Anesthesiology
2190,23651,Anesthesiology
2191,23652,Anesthesiology
2192,23655,Anesthesiology
2193,23657,Anesthesiology
2194,23658,Anesthesiology
2195,23688,Anesthesiology
2196,23729,Anesthesiology
2197,23752,Anesthesiology
2198,23774,Anesthesiology
2199,23794,Anesthesiology
2200,23808,Anesthesiology
2201,23810,Anesthesiology
2202,23815,Anesthesiology
2203,23840,Anesthesiology
2204,23862,Anesthesiology
2205,23869,Anesthesiology
2206,23870,Anesthesiology
2207,23875,Anesthesiology
2208,23877,Anesthesiology
2209,23887,Anesthesiology
2210,23891,Anesthesiology
2211,23892,Anesthesiology
2212,23893,Anesthesiology
2213,23894,Anesthesiology
2214,23895,Anesthesiology
2215,23896,Anesthesiology
2216,23897,Anesthesiology
2217,23898,Anesthesiology
2218,23899,Anesthesiology
2219,23900,Anesthesiology
2220,23901,Anesthesiology
2221,23902,Anesthesiology
2222,23903,Anesthesiology
2223,23904,Anesthesiology
2224,23905,Anesthesiology
2225,23906,Anesthesiology
2226,23907,Anesthesiology
2227,23908,Anesthesiology
2228,23909,Anesthesiology
2229,23910,Anesthesiology
2230,23911,Anesthesiology
2231,23912,Anesthesiology
2232,23913,Anesthesiology
2233,23914,Anesthesiology
2234,23915,Anesthesiology
2235,23917,Anesthesiology
2236,23916,Anesthesiology
2237,23918,Anesthesiology
2238,23919,Anesthesiology
2239,23920,Anesthesiology
2240,23921,Anesthesiology
2241,23922,Anesthesiology
2242,23923,Anesthesiology
2243,23924,Anesthesiology
2244,23925,Anesthesiology
2245,23926,Anesthesiology
2246,23927,Anesthesiology
2247,23928,Anesthesiology
2248,23930,Anesthesiology
2249,23931,Anesthesiology
2250,23932,Anesthesiology
2251,23933,Anesthesiology
2252,23934,Anesthesiology
2253,23936,Anesthesiology
2254,23935,Anesthesiology
2255,23937,Anesthesiology
2256,23939,Anesthesiology
2257,23941,Anesthesiology
2258,23943,Anesthesiology
2259,23944,Anesthesiology
2260,23945,Anesthesiology
2261,23946,Anesthesiology
2262,23947,Anesthesiology
2263,23948,Anesthesiology
2264,23949,Anesthesiology
2265,23950,Anesthesiology
2266,23951,Anesthesiology
2267,23954,Anesthesiology
2268,23955,Anesthesiology
2269,23957,Anesthesiology
2270,23958,Anesthesiology
2271,23959,Anesthesiology
2272,23960,Anesthesiology
2273,23963,Anesthesiology
2274,23964,Anesthesiology
2275,23965,Anesthesiology
2276,23966,Anesthesiology
2277,23967,Anesthesiology
2278,23968,Anesthesiology
2279,23970,Anesthesiology
2280,23971,Anesthesiology
2281,23972,Anesthesiology
2282,23973,Anesthesiology
2283,23974,Anesthesiology
2284,23975,Anesthesiology
2285,23977,Anesthesiology
2286,23978,Anesthesiology
2287,23979,Anesthesiology
2288,23980,Anesthesiology
2289,23982,Anesthesiology
2290,23983,Anesthesiology
2291,23984,Anesthesiology
2292,23985,Anesthesiology
2293,23986,Anesthesiology
2294,23987,Anesthesiology
2295,23988,Anesthesiology
2296,23989,Anesthesiology
2297,23990,Anesthesiology
2298,23992,Anesthesiology
2299,23995,Anesthesiology
2300,23996,Anesthesiology
2301,23997,Anesthesiology
2302,23998,Anesthesiology
2303,23999,Anesthesiology
2304,24002,Anesthesiology
2305,24003,Anesthesiology
2306,24004,Anesthesiology
2307,24005,Anesthesiology
2308,24010,Anesthesiology
2309,24011,Anesthesiology
2310,24015,Anesthesiology
2311,24021,Anesthesiology
2312,24023,Anesthesiology
2313,24024,Anesthesiology
2314,24033,Anesthesiology
2315,24036,Anesthesiology
2316,24043,Anesthesiology
2317,24100,Anesthesiology
2318,24134,Anesthesiology
2319,24156,Anesthesiology
2320,24166,Anesthesiology
2321,24180,Anesthesiology
2322,24181,Anesthesiology
2323,24198,Anesthesiology
2324,24210,Anesthesiology
2325,24213,Anesthesiology
2326,24219,Anesthesiology
2327,24233,Anesthesiology
2328,24236,Anesthesiology
2329,24241,Anesthesiology
2330,24259,Anesthesiology
2331,24261,Anesthesiology
2332,24262,Anesthesiology
2333,24276,Anesthesiology
2334,24277,Anesthesiology
2335,24280,Anesthesiology
2336,24281,Anesthesiology
2337,24283,Anesthesiology
2338,24284,Anesthesiology
2339,24288,Anesthesiology
2340,24290,Anesthesiology
2341,24298,Anesthesiology
2342,24300,Anesthesiology
2343,24301,Anesthesiology
2344,24308,Anesthesiology
2345,24329,Anesthesiology
2346,24330,Anesthesiology
2347,24345,Anesthesiology
2348,24348,Anesthesiology
2349,24405,Anesthesiology
2350,24414,Anesthesiology
2351,24416,Anesthesiology
2352,24417,Anesthesiology
2353,24415,Anesthesiology
2354,24418,Anesthesiology
2355,24422,Anesthesiology
2356,24424,Anesthesiology
2357,24423,Anesthesiology
2358,24426,Anesthesiology
2359,24428,Anesthesiology
2360,24435,Anesthesiology
2361,24436,Anesthesiology
2362,24438,Anesthesiology
2363,24437,Anesthesiology
2364,24433,Anesthesiology
2365,24440,Anesthesiology
2366,24445,Anesthesiology
2367,24446,Anesthesiology
2368,24449,Anesthesiology
2369,24451,Anesthesiology
2370,24453,Anesthesiology
2371,24452,Anesthesiology
2372,24456,Anesthesiology
2373,24465,Anesthesiology
2374,24466,Anesthesiology
2375,24467,Anesthesiology
2376,24470,Anesthesiology
2377,24471,Anesthesiology
2378,24472,Anesthesiology
2379,24469,Anesthesiology
2380,24474,Anesthesiology
2381,24478,Anesthesiology
2382,24480,Anesthesiology
2383,24481,Anesthesiology
2384,24483,Anesthesiology
2385,24485,Anesthesiology
2386,24494,Anesthesiology
2387,24498,Anesthesiology
2388,24500,Anesthesiology
2389,24502,Anesthesiology
2390,24503,Anesthesiology
2391,24504,Anesthesiology
2392,24507,Anesthesiology
2393,24506,Anesthesiology
2394,24508,Anesthesiology
2395,24509,Anesthesiology
2396,24511,Anesthesiology
2397,24512,Anesthesiology
2398,24515,Anesthesiology
2399,24520,Anesthesiology
2400,24522,Anesthesiology
2401,24523,Anesthesiology
2402,24525,Anesthesiology
2403,24528,Anesthesiology
2404,24532,Anesthesiology
2405,24538,Anesthesiology
2406,24546,Anesthesiology
2407,24547,Anesthesiology
2408,24551,Anesthesiology
2409,24554,Anesthesiology
2410,24563,Anesthesiology
2411,24564,Anesthesiology
2412,24565,Anesthesiology
2413,24569,Anesthesiology
2414,24574,Anesthesiology
2415,24578,Anesthesiology
2416,24584,Anesthesiology
2417,24587,Anesthesiology
2418,24590,Anesthesiology
2419,24592,Anesthesiology
2420,24599,Anesthesiology
2421,24600,Anesthesiology
2422,24605,Anesthesiology
2423,24610,Anesthesiology
2424,24611,Anesthesiology
2425,24613,Anesthesiology
2426,24617,Anesthesiology
2427,24633,Anesthesiology
2428,24638,Anesthesiology
2429,24643,Anesthesiology
2430,24673,Anesthesiology
2431,24675,Anesthesiology
2432,24707,Anesthesiology
2433,24715,Anesthesiology
2434,24716,Anesthesiology
2435,24718,Anesthesiology
2436,24722,Anesthesiology
2437,24728,Anesthesiology
2438,24729,Anesthesiology
2439,24732,Anesthesiology
2440,24734,Anesthesiology
2441,24735,Anesthesiology
2442,24736,Anesthesiology
2443,24737,Anesthesiology
2444,24738,Anesthesiology
2445,24739,Anesthesiology
2446,24740,Anesthesiology
2447,24741,Anesthesiology
2448,24743,Anesthesiology
2449,24742,Anesthesiology
2450,24744,Anesthesiology
2451,24746,Anesthesiology
2452,24747,Anesthesiology
2453,24754,Anesthesiology
2454,24758,Anesthesiology
2455,24767,Anesthesiology
2456,24775,Anesthesiology
2457,24791,Anesthesiology
2458,24798,Anesthesiology
2459,24796,Anesthesiology
2460,24799,Anesthesiology
2461,24800,Anesthesiology
2462,24806,Anesthesiology
2463,24807,Anesthesiology
2464,24808,Anesthesiology
2465,24809,Anesthesiology
2466,24811,Anesthesiology
2467,24785,Anesthesiology
2468,24818,Anesthesiology
2469,24817,Anesthesiology
2470,24820,Anesthesiology
2471,24821,Anesthesiology
2472,24834,Anesthesiology
2473,24842,Anesthesiology
2474,24849,Anesthesiology
2475,24850,Anesthesiology
2476,24852,Anesthesiology
2477,24855,Anesthesiology
2478,24856,Anesthesiology
2479,24857,Anesthesiology
2480,24863,Anesthesiology
2481,24867,Anesthesiology
2482,24869,Anesthesiology
2483,24870,Anesthesiology
2484,24875,Anesthesiology
2485,24881,Anesthesiology
2486,24883,Anesthesiology
2487,24885,Anesthesiology
2488,24888,Anesthesiology
2489,24896,Anesthesiology
2490,24900,Anesthesiology
2491,24904,Anesthesiology
2492,24910,Anesthesiology
2493,24911,Anesthesiology
2494,24917,Anesthesiology
2495,24928,Anesthesiology
2496,24933,Anesthesiology
2497,24934,Anesthesiology
2498,24940,Anesthesiology
2499,24941,Anesthesiology
2500,24942,Anesthesiology
2501,24943,Anesthesiology
2502,24957,Anesthesiology
2503,24958,Anesthesiology
2504,24966,Anesthesiology
2505,24967,Anesthesiology
2506,25009,Anesthesiology
2507,25013,Anesthesiology
2508,25015,Anesthesiology
2509,25024,Anesthesiology
2510,25047,Anesthesiology
2511,25054,Anesthesiology
2512,25112,Anesthesiology
2513,25157,Anesthesiology
2514,25176,Anesthesiology
2515,25190,Anesthesiology
2516,25194,Anesthesiology
2517,25230,Anesthesiology
2518,25235,Anesthesiology
2519,25243,Anesthesiology
2520,25257,Anesthesiology
2521,25263,Anesthesiology
2522,25281,Anesthesiology
2523,25365,Anesthesiology
2524,25388,Anesthesiology
2525,25390,Anesthesiology
2526,25396,Anesthesiology
2527,25417,Anesthesiology
2528,25427,Anesthesiology
2529,25457,Anesthesiology
2530,25462,Anesthesiology
2531,25468,Anesthesiology
2532,25484,Anesthesiology
2533,25488,Anesthesiology
2534,25514,Anesthesiology
2535,25520,Anesthesiology
2536,25543,Anesthesiology
2537,25556,Anesthesiology
2538,25559,Anesthesiology
2539,25560,Anesthesiology
2540,25564,Anesthesiology
2541,25567,Anesthesiology
2542,25568,Anesthesiology
2543,25578,Anesthesiology
2544,25583,Anesthesiology
2545,25590,Anesthesiology
2546,25591,Anesthesiology
2547,25592,Anesthesiology
2548,25594,Anesthesiology
2549,25597,Anesthesiology
2550,25602,Anesthesiology
2551,25623,Anesthesiology
2552,25629,Anesthesiology
2553,25671,Anesthesiology
2554,25695,Anesthesiology
2555,25698,Anesthesiology
2556,25717,Anesthesiology
2557,25742,Anesthesiology
2558,25744,Anesthesiology
2559,25752,Anesthesiology
2560,25768,Anesthesiology
2561,25813,Anesthesiology
2562,25821,Anesthesiology
2563,25835,Anesthesiology
2564,25849,Anesthesiology
2565,25886,Anesthesiology
2566,25889,Anesthesiology
2567,25890,Anesthesiology
2568,25892,Anesthesiology
2569,25893,Anesthesiology
2570,25894,Anesthesiology
2571,25895,Anesthesiology
2572,25897,Anesthesiology
2573,25900,Anesthesiology
2574,25904,Anesthesiology
2575,25906,Anesthesiology
2576,25907,Anesthesiology
2577,25912,Anesthesiology
2578,25920,Anesthesiology
2579,25921,Anesthesiology
2580,25923,Anesthesiology
2581,25925,Anesthesiology
2582,25926,Anesthesiology
2583,25927,Anesthesiology
2584,25929,Anesthesiology
2585,25931,Anesthesiology
2586,25932,Anesthesiology
2587,25934,Anesthesiology
2588,25937,Anesthesiology
2589,25938,Anesthesiology
2590,25939,Anesthesiology
2591,25940,Anesthesiology
2592,25941,Anesthesiology
2593,25942,Anesthesiology
2594,25944,Anesthesiology
2595,25945,Anesthesiology
2596,25946,Anesthesiology
2597,25947,Anesthesiology
2598,25948,Anesthesiology
2599,25954,Anesthesiology
2600,25955,Anesthesiology
2601,25958,Anesthesiology
2602,25963,Anesthesiology
2603,25971,Anesthesiology
2604,25975,Anesthesiology
2605,25976,Anesthesiology
2606,25981,Anesthesiology
2607,25982,Anesthesiology
2608,25983,Anesthesiology
2609,25989,Anesthesiology
2610,25991,Anesthesiology
2611,25994,Anesthesiology
2612,25996,Anesthesiology
2613,25997,Anesthesiology
2614,25998,Anesthesiology
2615,26003,Anesthesiology
2616,26007,Anesthesiology
2617,26009,Anesthesiology
2618,26016,Anesthesiology
2619,26017,Anesthesiology
2620,26020,Anesthesiology
2621,26022,Anesthesiology
2622,26029,Anesthesiology
2623,26035,Anesthesiology
2624,26047,Anesthesiology
2625,26063,Anesthesiology
2626,26073,Anesthesiology
2627,26085,Anesthesiology
2628,26098,Anesthesiology
2629,26144,Anesthesiology
2630,26147,Anesthesiology
2631,26149,Anesthesiology
2632,26154,Anesthesiology
2633,26208,Anesthesiology
2634,26213,Anesthesiology
2635,26232,Anesthesiology
2636,26286,Anesthesiology
2637,26294,Anesthesiology
2638,26295,Anesthesiology
2639,26296,Anesthesiology
2640,26297,Anesthesiology
2641,26298,Anesthesiology
2642,26305,Anesthesiology
2643,26312,Anesthesiology
2644,26316,Anesthesiology
2645,26317,Anesthesiology
2646,26319,Anesthesiology
2647,26321,Anesthesiology
2648,26330,Anesthesiology
2649,26331,Anesthesiology
2650,26334,Anesthesiology
2651,26337,Anesthesiology
2652,26340,Anesthesiology
2653,26342,Anesthesiology
2654,26344,Anesthesiology
2655,26345,Anesthesiology
2656,26400,Anesthesiology
2657,26402,Anesthesiology
2658,26407,Anesthesiology
2659,26409,Anesthesiology
2660,26410,Anesthesiology
2661,26431,Anesthesiology
2662,26442,Anesthesiology
2663,26445,Anesthesiology
2664,26455,Anesthesiology
2665,26480,Anesthesiology
2666,26501,Anesthesiology
2667,26513,Anesthesiology
2668,26515,Anesthesiology
2669,26517,Anesthesiology
2670,26602,Anesthesiology
2671,26606,Anesthesiology
2672,26620,Anesthesiology
2673,26622,Anesthesiology
2674,26654,Anesthesiology
2675,26656,Anesthesiology
2676,26675,Anesthesiology
2677,26690,Anesthesiology
2678,26700,Anesthesiology
2679,26701,Anesthesiology
2680,26705,Anesthesiology
2681,26721,Anesthesiology
2682,26762,Anesthesiology
2683,26786,Anesthesiology
2684,26832,Anesthesiology
2685,26840,Anesthesiology
2686,26841,Anesthesiology
2687,26847,Anesthesiology
2688,26858,Anesthesiology
2689,26870,Anesthesiology
2690,26880,Anesthesiology
2691,26893,Anesthesiology
2692,26908,Anesthesiology
2693,26912,Anesthesiology
2694,26951,Anesthesiology
2695,26964,Anesthesiology
2696,26979,Anesthesiology
2697,27011,Anesthesiology
2698,27014,Anesthesiology
2699,27020,Anesthesiology
2700,27054,Anesthesiology
2701,27058,Anesthesiology
2702,27078,Anesthesiology
2703,27086,Anesthesiology
2704,27088,Anesthesiology
2705,27093,Anesthesiology
2706,27121,Anesthesiology
2707,27122,Anesthesiology
2708,27123,Anesthesiology
2709,27124,Anesthesiology
2710,27133,Anesthesiology
2711,27140,Anesthesiology
2712,27141,Anesthesiology
2713,27142,Anesthesiology
2714,27154,Anesthesiology
2715,27145,Anesthesiology
2716,27173,Anesthesiology
2717,27179,Anesthesiology
2718,27181,Anesthesiology
2719,26663,Anesthesiology
2720,27184,Anesthesiology
2721,27185,Anesthesiology
2722,27186,Anesthesiology
2723,27194,Anesthesiology
2724,27206,Anesthesiology
2725,27672,Anesthesiology
2726,27698,Anesthesiology
2727,27722,Anesthesiology
2728,27749,Anesthesiology
2729,27784,Anesthesiology
2730,27801,Anesthesiology
2731,27811,Anesthesiology
2732,27829,Anesthesiology
2733,27832,Anesthesiology
2734,27914,Anesthesiology
2735,27925,Anesthesiology
2736,27940,Anesthesiology
2737,27943,Anesthesiology
2738,27944,Anesthesiology
2739,27954,Anesthesiology
2740,27982,Anesthesiology
2741,27996,Anesthesiology
2742,27999,Anesthesiology
2743,28017,Anesthesiology
2744,28024,Anesthesiology
2745,28025,Anesthesiology
2746,28027,Anesthesiology
2747,28028,Anesthesiology
2748,28029,Anesthesiology
2749,28030,Anesthesiology
2750,28033,Anesthesiology
2751,28051,Anesthesiology
2752,28099,Anesthesiology
2753,28141,Anesthesiology
2754,28185,Anesthesiology
2755,28192,Anesthesiology
2756,28193,Anesthesiology
2757,28220,Anesthesiology
2758,28257,Anesthesiology
2759,28262,Anesthesiology
2760,28355,Anesthesiology
2761,28357,Anesthesiology
2762,28364,Anesthesiology
2763,28419,Anesthesiology
2764,28481,Anesthesiology
2765,28484,Anesthesiology
2766,28487,Anesthesiology
2767,28491,Anesthesiology
2768,28494,Anesthesiology
2769,28495,Anesthesiology
2770,28500,Anesthesiology
2771,28501,Anesthesiology
2772,28498,Anesthesiology
2773,28505,Anesthesiology
2774,28507,Anesthesiology
2775,28515,Anesthesiology
2776,28519,Anesthesiology
2777,28522,Anesthesiology
2778,28527,Anesthesiology
2779,28536,Anesthesiology
2780,28548,Anesthesiology
2781,28549,Anesthesiology
2782,28563,Anesthesiology
2783,28597,Anesthesiology
2784,28703,Anesthesiology
2785,28742,Anesthesiology
2786,28770,Anesthesiology
2787,28862,Anesthesiology
2788,28867,Anesthesiology
2789,28876,Anesthesiology
2790,26831,Anesthesiology
2791,28943,Anesthesiology
2792,28960,Anesthesiology
2793,28961,Anesthesiology
2794,28977,Anesthesiology
2795,28994,Anesthesiology
2796,28997,Anesthesiology
2797,28999,Anesthesiology
2798,29004,Anesthesiology
2799,29008,Anesthesiology
2800,29015,Anesthesiology
2801,29018,Anesthesiology
2802,29019,Anesthesiology
2803,29025,Anesthesiology
2804,29029,Anesthesiology
2805,29031,Anesthesiology
2806,29037,Anesthesiology
2807,29061,Anesthesiology
2808,29068,Anesthesiology
2809,29072,Anesthesiology
2810,29118,Anesthesiology
2811,29120,Anesthesiology
2812,29125,Anesthesiology
2813,29139,Anesthesiology
2814,29154,Anesthesiology
2815,29157,Anesthesiology
2816,29203,Anesthesiology
2817,29243,Anesthesiology
2818,29249,Anesthesiology
2819,29252,Anesthesiology
2820,29333,Anesthesiology
2821,29337,Anesthesiology
2822,29340,Anesthesiology
2823,29343,Anesthesiology
2824,29345,Anesthesiology
2825,29350,Anesthesiology
2826,29353,Anesthesiology
2827,29359,Anesthesiology
2828,29365,Anesthesiology
2829,29370,Anesthesiology
2830,29377,Anesthesiology
2831,29397,Anesthesiology
2832,29398,Anesthesiology
2833,29409,Anesthesiology
2834,29414,Anesthesiology
2835,29419,Anesthesiology
2836,29436,Anesthesiology
2837,29443,Anesthesiology
2838,29449,Anesthesiology
2839,29461,Anesthesiology
2840,29529,Anesthesiology
2841,29544,Anesthesiology
2842,29565,Anesthesiology
2843,29574,Anesthesiology
2844,29588,Anesthesiology
2845,29608,Anesthesiology
2846,29609,Anesthesiology
2847,29601,Anesthesiology
2848,29619,Anesthesiology
2849,29641,Anesthesiology
2850,29653,Anesthesiology
2851,29654,Anesthesiology
2852,29659,Anesthesiology
2853,29715,Anesthesiology
2854,29725,Anesthesiology
2855,29732,Anesthesiology
2856,29743,Anesthesiology
2857,29759,Anesthesiology
2858,29770,Anesthesiology
2859,29773,Anesthesiology
2860,29783,Anesthesiology
2861,29789,Anesthesiology
2862,29861,Anesthesiology
2863,29874,Anesthesiology
2864,29878,Anesthesiology
2865,29877,Anesthesiology
2866,29880,Anesthesiology
2867,29881,Anesthesiology
2868,29883,Anesthesiology
2869,29897,Anesthesiology
2870,29912,Anesthesiology
2871,29924,Anesthesiology
2872,29975,Anesthesiology
2873,29988,Anesthesiology
2874,30001,Anesthesiology
2875,30038,Anesthesiology
2876,30039,Anesthesiology
2877,30042,Anesthesiology
2878,30052,Anesthesiology
2879,30053,Anesthesiology
2880,30060,Anesthesiology
2881,30064,Anesthesiology
2882,30066,Anesthesiology
2883,30071,Anesthesiology
2884,30090,Anesthesiology
2885,30097,Anesthesiology
2886,30104,Anesthesiology
2887,30117,Anesthesiology
2888,30144,Anesthesiology
2889,30161,Anesthesiology
2890,30164,Anesthesiology
2891,30167,Anesthesiology
2892,30222,Anesthesiology
2893,30224,Anesthesiology
2894,30249,Anesthesiology
2895,30255,Anesthesiology
2896,30265,Anesthesiology
2897,30319,Anesthesiology
2898,30323,Anesthesiology
2899,30325,Anesthesiology
2900,30328,Anesthesiology
2901,30330,Anesthesiology
2902,30333,Anesthesiology
2903,30336,Anesthesiology
2904,30342,Anesthesiology
2905,30346,Anesthesiology
2906,30347,Anesthesiology
2907,30353,Anesthesiology
2908,30354,Anesthesiology
2909,30355,Anesthesiology
2910,30356,Anesthesiology
2911,30364,Anesthesiology
2912,30371,Anesthesiology
2913,30372,Anesthesiology
2914,30374,Anesthesiology
2915,30379,Anesthesiology
2916,30399,Anesthesiology
2917,30403,Anesthesiology
2918,30410,Anesthesiology
2919,30414,Anesthesiology
2920,30415,Anesthesiology
2921,30438,Anesthesiology
2922,30456,Anesthesiology
2923,30494,Anesthesiology
2924,30529,Anesthesiology
2925,30574,Anesthesiology
2926,30586,Anesthesiology
2927,30589,Anesthesiology
2928,30606,Anesthesiology
2929,30608,Anesthesiology
2930,18736,Audiology
2931,19131,Audiology
2932,22336,Audiology
2933,22785,Audiology
2934,22415,Audiology
2935,26084,Audiology
2936,27716,Audiology
2937,29571,Audiology
2938,16352,Ayurveda
2939,18735,Ayurveda
2940,18854,Ayurveda
2941,19078,Ayurveda
2942,20067,Ayurveda
2943,21830,Ayurveda
2944,21995,Ayurveda
2945,22777,Ayurveda
2946,23993,Ayurveda
2947,24027,Ayurveda
2948,24326,Ayurveda
2949,24374,Ayurveda
2950,24992,Ayurveda
2951,25021,Ayurveda
2952,25542,Ayurveda
2953,25666,Ayurveda
2954,26489,Ayurveda
2955,28163,Ayurveda
2956,28533,Ayurveda
2957,28543,Ayurveda
2958,28545,Ayurveda
2959,28587,Ayurveda
2960,28653,Ayurveda
2961,28672,Ayurveda
2962,28816,Ayurveda
2963,28835,Ayurveda
2964,28845,Ayurveda
2965,28865,Ayurveda
2966,28892,Ayurveda
2967,28929,Ayurveda
2968,29085,Ayurveda
