,doc_id,feed_id,rate
764,70,9720,1
765,70,9725,1
766,70,9730,1
767,70,9736,1
768,70,9737,1
769,70,9739,1
770,70,9743,1
771,70,9748,1
772,70,9755,1
773,70,9772,1
774,70,9775,1
775,70,9794,1
776,70,9812,1
777,70,9818,1
778,70,9833,1
779,70,9836,1
780,70,9839,1
781,70,9843,1
782,70,9848,1
783,70,9866,1
784,70,9876,1
785,70,9891,1
786,70,9894,1
787,70,9901,1
788,70,9903,1
789,70,9905,1
790,70,9910,1
791,70,9923,1
792,70,9925,1
793,70,9926,1
794,70,9952,1
795,70,9960,1
796,70,9962,1
797,70,9981,1
798,70,9984,1
799,70,9990,1
800,70,10012,1
801,70,10026,1
802,70,10098,1
803,70,10150,1
804,70,10161,1
805,70,10170,1
806,70,10180,1
807,70,10188,1
808,70,10216,1
809,70,10220,1
810,70,10225,1
811,70,10227,1
812,70,10229,1
813,70,10231,1
814,70,10235,1
815,70,10239,1
816,70,10273,1
817,70,10275,1
818,70,10287,1
819,70,10296,1
820,70,10297,1
821,70,10311,1
822,70,10312,1
823,70,10313,1
824,70,10315,1
825,70,10332,1
826,70,10337,1
827,70,10338,1
828,70,10342,1
829,70,10353,1
830,70,10376,1
831,70,10391,1
832,70,10401,1
833,70,10408,1
834,70,10409,1
835,70,10416,1
836,70,10430,1
837,70,10434,1
838,70,10439,1
839,70,10446,1
840,70,10466,1
841,70,10469,1
842,70,10473,1
843,70,10491,1
844,70,10517,1
845,70,10545,1
846,70,10554,1
847,70,10569,1
848,70,10595,1
849,70,10616,1
850,70,10622,1
851,70,10635,1
852,70,10649,1
853,70,10652,1
854,70,10659,1
855,70,10683,1
856,70,10686,1
857,70,10693,1
858,70,10697,1
859,70,10734,1
860,70,10735,1
861,70,10738,1
862,70,10765,1
863,70,10767,1
864,70,10772,1
865,70,10794,1
866,70,10796,1
867,70,10797,1
868,70,10803,1
869,70,10819,1
870,70,10820,1
871,70,10830,1
872,70,10833,1
873,70,10845,1
874,70,10854,1
875,70,10869,1
876,70,10877,1
877,70,10879,1
878,70,10880,1
879,70,10892,1
880,70,10906,1
881,70,10914,1
882,70,10915,1
883,70,10945,1
884,70,10950,1
885,70,10980,1
886,70,10990,1
887,70,10991,1
888,70,11027,1
889,70,11037,1
890,70,11040,1
891,70,11054,1
892,70,11067,1
893,70,11073,1
894,70,11111,1
895,70,11139,1
896,70,11140,1
897,70,11145,1
898,70,11150,1
899,70,11177,1
900,70,11185,1
901,70,11320,1
902,70,11321,1
903,70,11322,1
904,70,11323,1
905,70,11324,1
906,70,11327,1
907,70,11328,1
908,70,11329,1
909,70,11330,1
910,70,11331,1
911,70,11332,1
912,70,11333,1
913,70,11334,1
914,70,11335,1
915,70,11336,1
916,73,4810,1
917,91,5051,1
918,91,5314,1
919,91,5317,1
920,91,5331,1
921,91,5442,1
922,91,5706,1
923,91,5708,1
924,91,6514,1
925,91,7225,1
926,91,8018,1
927,91,8593,1
928,91,9692,1
929,127,945,2
930,127,946,2
931,127,947,2
932,127,949,2
933,127,950,2
934,127,951,2
935,127,952,2
936,127,953,2
937,127,954,2
938,127,956,2
939,127,958,2
940,127,959,2
941,127,960,2
942,127,961,2
943,127,962,2
944,127,963,2
945,127,965,2
946,127,966,2
947,127,967,2
948,127,968,2
949,127,969,2
950,127,970,2
951,127,971,2
952,127,972,2
953,127,973,2
954,127,975,2
955,127,977,2
956,127,978,2
957,127,979,2
958,127,1796,2
959,127,1802,2
960,127,1812,2
961,127,1824,2
962,127,1826,2
963,127,1827,2
964,127,1829,2
965,127,1830,2
966,127,1831,2
967,127,1832,2
968,127,1833,2
969,127,1834,2
970,127,1835,2
971,127,1836,2
972,127,1837,2
973,127,1838,2
974,127,1887,2
975,127,1888,2
976,127,1890,2
977,127,1891,2
978,127,1892,2
979,127,1893,2
980,127,1894,2
981,127,1895,2
982,127,1897,2
983,127,1898,2
984,127,1900,2
985,127,1901,2
986,127,1961,2
987,127,1963,2
988,127,1965,2
989,127,1967,2
990,127,1969,2
991,127,1970,2
992,127,1971,2
993,127,1972,2
994,127,1973,2
995,127,1974,2
996,127,1987,2
997,127,1988,2
998,127,1989,2
999,127,1990,2
1000,127,1992,2
1001,127,1993,2
1002,127,1995,2
1003,127,1996,2
1004,127,1997,2
1005,127,1999,2
1006,127,2000,2
1007,127,2001,2
1008,127,2002,2
1009,127,2014,2
1010,127,2015,2
1011,127,2016,2
1012,127,2017,2
1013,127,2018,2
1014,127,2019,2
1015,127,2020,2
1016,127,2021,2
1017,127,2022,2
1018,127,2023,2
1019,127,2024,2
1020,127,2025,2
1021,127,2026,2
1022,127,2027,2
1023,127,2051,2
1024,127,2052,2
1025,127,2053,2
1026,127,2054,2
1027,127,2055,2
1028,127,2056,2
1029,127,2058,2
1030,127,2059,2
1031,127,2061,2
1032,127,2064,2
1033,127,2065,2
1034,127,2066,2
1035,127,2090,2
1036,127,2093,2
1037,127,2094,2
1038,127,2095,2
1039,127,2096,2
1040,127,2098,2
1041,127,2099,2
1042,127,2100,2
1043,127,2101,2
1044,127,2102,2
1045,127,2103,2
1046,127,2104,2
1047,127,2142,2
1048,127,2144,2
1049,127,2145,2
1050,127,2146,2
1051,127,2147,2
1052,127,2148,2
1053,127,2150,2
1054,127,2151,2
1055,127,2152,2
1056,127,2153,2
1057,127,2154,2
1058,127,2155,2
1059,127,2156,2
1060,127,2157,2
1061,127,2175,2
1062,127,2177,2
1063,127,2178,2
1064,127,2180,2
1065,127,2181,2
1066,127,2182,2
1067,127,2184,2
1068,127,2185,2
1069,127,2186,2
1070,127,2187,2
1071,127,2230,2
1072,127,2231,2
1073,127,2232,2
1074,127,2233,2
1075,127,2234,2
1076,127,2235,2
1077,127,2236,2
1078,127,2237,2
1079,127,2238,2
1080,127,2239,2
1081,127,2240,2
1082,127,2241,2
1083,127,2242,2
1084,127,2293,2
1085,127,2297,2
1086,127,2299,2
1087,127,2300,2
1088,127,2302,2
1089,127,2304,2
1090,127,2305,2
1091,127,2306,2
1092,127,2366,2
1093,127,2368,2
1094,127,2371,2
1095,127,2372,2
1096,127,2373,2
1097,127,2374,2
1098,127,2375,2
1099,127,2377,2
1100,127,2379,2
1101,127,2380,2
1102,127,2451,1
1103,127,2885,1
1104,127,2902,1
1105,127,3856,1
1106,127,3879,1
1107,127,3896,1
1108,127,3904,1
1109,127,3905,1
1110,127,3912,1
1111,127,3934,1
1112,127,4120,1
1113,127,4183,1
1114,127,4184,1
1115,127,4198,1
1116,127,4199,1
1117,127,4208,2
1118,127,4210,1
1119,127,4211,1
1120,127,4228,1
1121,127,4231,1
1122,127,4244,1
1123,127,4247,1
1124,127,4260,1
1125,127,4261,1
1126,127,4266,1
1127,127,4282,1
1128,127,4283,1
1129,127,4285,1
1130,127,4286,1
1131,127,4292,1
1132,127,4294,1
1133,127,4309,1
1134,127,4310,1
1135,127,4324,2
1136,127,4325,1
1137,127,4338,1
1138,127,4339,1
1139,127,4340,1
1140,127,4341,1
1141,127,4343,1
1142,127,4345,1
1143,127,4359,1
1144,127,4381,1
1145,127,4382,1
1146,127,4389,1
1147,127,4398,1
1148,127,4400,1
1149,127,4419,1
1150,127,4452,1
1151,127,4459,1
1152,127,4473,1
1153,127,4482,1
1154,127,4530,1
1155,127,4582,1
1156,127,4630,1
1157,127,4642,1
1158,127,4646,1
1159,127,4653,1
1160,127,4692,1
1161,127,4693,1
1162,127,4694,1
1163,127,4698,1
1164,127,4737,1
1165,127,4786,1
1166,127,4791,1
1167,127,4807,1
1168,127,4811,1
1169,127,4825,1
1170,127,4873,1
1171,127,4888,1
1172,127,4905,1
1173,127,4914,1
1174,127,4916,1
1175,127,4925,1
1176,127,4928,1
1177,127,5065,1
1178,127,5091,1
1179,127,5092,1
1180,127,5109,1
1181,127,5112,1
1182,127,5114,1
1183,127,5116,1
1184,127,5132,1
1185,127,5134,1
1186,127,5176,1
1187,127,5225,1
1188,127,5227,1
1189,127,5229,1
1190,127,5234,1
1191,127,5251,1
1192,127,5258,1
1193,127,5262,1
1194,127,5275,1
1195,127,5279,1
1196,127,5280,1
1197,127,5316,1
1198,127,5317,1
1199,127,5333,1
1200,127,5334,1
1201,127,5335,1
1202,127,5337,1
1203,127,5359,1
1204,127,5360,1
1205,127,5364,1
1206,127,5376,1
1207,127,5400,1
1208,127,5419,1
1209,127,5439,1
1210,127,5440,1
1211,127,5441,1
1212,127,5471,1
1213,127,5474,1
1214,127,5479,1
1215,127,5487,1
1216,127,5503,1
1217,127,5524,1
1218,127,5540,1
1219,127,5548,1
1220,127,5608,1
1221,127,5622,1
1222,127,5643,1
1223,127,5664,1
1224,127,5683,1
1225,127,5686,1
1226,127,5689,1
1227,127,5708,1
1228,127,5745,1
1229,127,5764,1
1230,127,5774,1
1231,127,5776,1
1232,127,5778,1
1233,127,5779,1
1234,127,5791,1
1235,127,5806,1
1236,127,5814,1
1237,127,5820,1
1238,127,5821,1
1239,127,5823,1
1240,127,5836,1
1241,127,5837,1
1242,127,5844,1
1243,127,5849,1
1244,127,5855,1
1245,127,5890,1
1246,127,5901,1
1247,127,5902,1
1248,127,5904,1
1249,127,5915,1
1250,127,5920,1
1251,127,5948,1
1252,127,5951,1
1253,127,5970,1
1254,127,5984,1
1255,127,6002,1
1256,127,6004,1
1257,127,6020,1
1258,127,6023,1
1259,127,6031,1
1260,127,6045,1
1261,127,6046,1
1262,127,6052,1
1263,127,6054,1
1264,127,6056,1
1265,127,6093,1
1266,127,6099,1
1267,127,6114,1
1268,127,6116,1
1269,127,6117,2
1270,127,6123,1
1271,127,6128,1
1272,127,6132,1
1273,127,6141,1
1274,127,6149,1
1275,127,6157,1
1276,127,6165,1
1277,127,6174,1
1278,127,6176,1
1279,127,6193,1
1280,127,6201,1
1281,127,6206,1
1282,127,6226,1
1283,127,6234,2
1284,127,6243,2
1285,127,6259,2
1286,127,6282,1
1287,127,6284,1
1288,127,6296,1
1289,127,6306,1
1290,127,6314,1
1291,127,6316,1
1292,127,6352,1
1293,127,6364,1
1294,127,6372,1
1295,127,6379,1
1296,127,6383,1
1297,127,6387,1
1298,127,6395,1
1299,127,6398,1
1300,127,6414,1
1301,127,6417,1
1302,127,6440,1
1303,127,6478,1
1304,127,6482,1
1305,127,6521,1
1306,127,6533,1
1307,127,6544,1
1308,127,6564,1
1309,127,6598,1
1310,127,6611,1
1311,127,6622,1
1312,127,6624,1
1313,127,6629,1
1314,127,6636,1
1315,127,6652,1
1316,127,6675,1
1317,127,6706,1
1318,127,6730,1
1319,127,6748,1
1320,127,6755,1
1321,127,6763,1
1322,127,6784,2
1323,127,6788,1
1324,127,6828,1
1325,127,6829,1
1326,127,6838,1
1327,127,6850,1
1328,127,6853,1
1329,127,6862,1
1330,127,6865,1
1331,127,6887,1
1332,127,6888,1
1333,127,6898,1
1334,127,6904,1
1335,127,6907,1
1336,127,6913,1
1337,127,6938,1
1338,127,6944,1
1339,127,6950,1
1340,127,6953,1
1341,127,6955,1
1342,127,6960,1
1343,127,6971,1
1344,127,6992,1
1345,127,6997,1
1346,127,7004,1
1347,127,7007,1
1348,127,7010,1
1349,127,7012,1
1350,127,7015,1
1351,127,7018,1
1352,127,7024,1
1353,127,7045,1
1354,127,7052,1
1355,127,7067,1
1356,127,7102,1
1357,127,7108,1
1358,127,7112,1
1359,127,7123,1
1360,127,7129,1
1361,127,7131,1
1362,127,7140,1
1363,127,7169,1
1364,127,7206,1
1365,127,7240,1
1366,127,7242,1
1367,127,7319,1
1368,127,7332,1
1369,127,7360,2
1370,127,7373,1
1371,127,7382,1
1372,127,7413,1
1373,127,7432,1
1374,127,7442,1
1375,127,7462,1
1376,127,7463,1
1377,127,7465,1
1378,127,7479,1
1379,127,7487,1
1380,127,7496,1
1381,127,7529,1
1382,127,7571,1
1383,127,7633,1
1384,127,7635,1
1385,127,7680,1
1386,127,7697,1
1387,127,7705,1
1388,127,7722,1
1389,127,7734,1
1390,127,7737,1
1391,127,7757,1
1392,127,7766,1
1393,127,7778,1
1394,127,7800,1
1395,127,7801,1
1396,127,7810,1
1397,127,7818,1
1398,127,7850,1
1399,127,7885,1
1400,127,7889,1
1401,127,7893,1
1402,127,7904,1
1403,127,7905,1
1404,127,7971,1
1405,127,7972,1
1406,127,8017,1
1407,127,8040,1
1408,127,8048,1
1409,127,8061,1
1410,127,8062,1
1411,127,8098,1
1412,127,8104,1
1413,127,8121,1
1414,127,8150,1
1415,127,8154,1
1416,127,8178,1
1417,127,8188,1
1418,127,8195,1
1419,127,8207,1
1420,127,8255,1
1421,127,8289,1
1422,127,8321,2
1423,127,8324,1
1424,127,8402,1
1425,127,8428,1
1426,127,8432,1
1427,127,8459,1
1428,127,8572,1
1429,127,8574,1
1430,127,8579,1
1431,127,8594,1
1432,127,8597,1
1433,127,8621,1
1434,127,8643,1
1435,127,8654,1
1436,127,8660,1
1437,127,8691,1
1438,127,8692,1
1439,127,8694,1
1440,127,8724,1
1441,127,8735,1
1442,127,8739,1
1443,127,8741,1
1444,127,8744,1
1445,127,8753,1
1446,127,8758,1
1447,127,8767,1
1448,127,8769,1
1449,127,8782,1
1450,127,8803,1
1451,127,8804,1
1452,127,8816,1
1453,127,8818,1
1454,127,8828,1
1455,127,8830,1
1456,127,8832,1
1457,127,8833,1
1458,127,8834,1
1459,127,8849,1
1460,127,8950,1
1461,127,8966,1
1462,127,8985,1
1463,127,9015,1
1464,127,9080,1
1465,127,9098,1
1466,127,9108,1
1467,127,9113,1
1468,127,9137,1
1469,127,9197,1
1470,127,9209,1
1471,127,9218,1
1472,127,9219,1
1473,127,9273,1
1474,127,9300,1
1475,127,9304,1
1476,127,9380,1
1477,127,9391,1
1478,127,9409,1
1479,127,9410,1
1480,127,9412,1
1481,127,9438,1
1482,127,9456,1
1483,127,9481,1
1484,127,9511,1
1485,127,9523,1
1486,127,9529,1
1487,127,9554,1
1488,127,9584,1
1489,127,9586,1
1490,127,9588,1
1491,127,9590,1
1492,127,9603,1
1493,127,9620,1
1494,127,9628,1
1495,127,9654,1
1496,127,9674,1
